"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
107781,4,,3,,86,,4,,87,,5,,92,,3,,82,,75,,177,,35,,
107785,3,,3,,86,,3,,83,,2,,77,,4,,84,,77,,235,,21,,
107786,4,,4,,90,,4,,87,,3,,80,,4,,82,,85,,277,,27,,
107787,4,,4,,88,,4,,86,,4,,83,,4,,83,,77,,137,,34,,
107789,Not Available,11,Not Available,11,75,11,Not Available,11,68,11,Not Available,11,71,11,Not Available,11,87,11,56,11,16,11,24,11,11
107791,5,,5,,93,,5,,91,,4,,84,,5,,91,,91,,173,,33,,
107792,5,,4,,90,,5,,89,,4,,84,,5,,89,,87,,312,,28,,
107793,4,11,3,11,87,11,5,11,90,11,4,11,83,11,5,11,90,11,77,11,40,11,16,11,11
107794,Not Available,9,Not Available,9,77,9,Not Available,9,75,9,Not Available,9,89,9,Not Available,9,53,9,56,9,9,9,19,9,9
107797,3,,3,,85,,3,,83,,4,,83,,3,,82,,77,,370,,31,,
108000,4,,4,,89,,5,,89,,3,,80,,5,,88,,83,,248,,30,,
108001,5,11,5,11,93,11,5,11,89,11,5,11,96,11,5,11,96,11,92,11,52,11,32,11,11
108002,3,,3,,84,,3,,85,,1,,70,,3,,80,,75,,165,,22,,
108003,3,,4,,87,,3,,82,,2,,76,,4,,83,,73,,157,,23,,
108007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108009,4,,4,,88,,4,,85,,2,,77,,4,,82,,73,,75,,34,,
108010,3,11,3,11,90,11,3,11,87,11,4,11,84,11,3,11,83,11,78,11,59,11,24,11,11
108012,4,11,5,11,93,11,4,11,89,11,2,11,71,11,5,11,93,11,84,11,60,11,30,11,11
108013,3,,4,,87,,3,,85,,2,,78,,4,,82,,77,,356,,26,,
108014,4,,4,,89,,4,,86,,4,,83,,4,,82,,79,,206,,22,,
108015,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108019,3,,4,,90,,3,,81,,2,,78,,4,,84,,76,,201,,19,,
108020,2,11,3,11,84,11,2,11,80,11,1,11,69,11,3,11,82,11,67,11,41,11,8,11,11
108021,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,92,9,Not Available,9,100,9,100,9,6,9,21,9,9
108022,3,,2,,82,,3,,85,,4,,84,,3,,78,,68,,131,,23,,
108029,4,,4,,90,,4,,87,,4,,84,,4,,85,,79,,222,,26,,
108030,3,,3,,85,,4,,85,,3,,79,,3,,78,,76,,142,,29,,
108031,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108032,Not Available,11,Not Available,11,91,11,Not Available,11,79,11,Not Available,11,98,11,Not Available,11,92,11,77,11,15,11,12,11,11
108037,3,,3,,86,,2,,77,,2,,77,,3,,76,,69,,155,,18,,
108038,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108039,Not Available,11,Not Available,11,85,11,Not Available,11,77,11,Not Available,11,78,11,Not Available,11,77,11,65,11,38,11,26,11,11
108040,3,,3,,87,,3,,83,,2,,78,,3,,81,,75,,198,,31,,
108043,4,11,3,11,88,11,4,11,85,11,4,11,86,11,3,11,75,11,74,11,66,11,20,11,11
108044,Not Available,11,Not Available,11,92,11,Not Available,11,93,11,Not Available,11,92,11,Not Available,11,93,11,92,11,12,11,15,11,11
108045,3,,3,,87,,3,,84,,3,,81,,4,,82,,76,,329,,32,,
108048,3,,3,,86,,3,,83,,3,,79,,4,,81,,74,,302,,22,,
108049,5,,4,,89,,5,,89,,5,,88,,4,,85,,79,,380,,31,,
108050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108052,Not Available,11,Not Available,11,95,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,98,11,93,11,15,11,11,11,11
108053,3,,4,,88,,3,,82,,3,,81,,3,,74,,75,,112,,24,,
108055,5,11,5,11,94,11,5,11,93,11,5,11,87,11,5,11,89,11,86,11,44,11,24,11,11
108059,4,,5,,92,,4,,85,,3,,81,,5,,86,,84,,78,,29,,
108060,5,,5,,91,,5,,88,,4,,84,,5,,93,,88,,112,,32,,
108061,4,,4,,88,,4,,85,,3,,81,,4,,85,,75,,331,,27,,
108063,3,,3,,85,,4,,85,,2,,76,,3,,84,,75,,85,,20,,
108067,4,,4,,88,,4,,84,,3,,82,,4,,83,,79,,209,,23,,
108068,3,,3,,84,,3,,82,,2,,72,,2,,78,,71,,429,,31,,
108069,4,,4,,88,,5,,89,,3,,80,,4,,83,,79,,283,,41,,
108070,4,,4,,89,,4,,87,,4,,86,,4,,84,,83,,161,,28,,
108074,5,11,5,11,99,11,5,11,100,11,5,11,92,11,5,11,95,11,95,11,46,11,24,11,11
108075,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108078,Not Available,9,Not Available,9,91,9,Not Available,9,83,9,Not Available,9,66,9,Not Available,9,100,9,52,9,4,9,8,9,9
108079,3,11,2,11,82,11,3,11,83,11,3,11,82,11,3,11,82,11,66,11,42,11,21,11,11
108081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108084,4,,4,,89,,5,,89,,2,,77,,4,,85,,77,,169,,41,,
108085,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108092,2,11,2,11,78,11,1,11,71,11,1,11,68,11,2,11,72,11,57,11,68,11,25,11,11
108093,Not Available,9,Not Available,9,84,9,Not Available,9,64,9,Not Available,9,88,9,Not Available,9,98,9,100,9,3,9,9,9,9
108095,Not Available,9,Not Available,9,92,9,Not Available,9,83,9,Not Available,9,67,9,Not Available,9,95,9,96,9,4,9,27,9,9
108097,2,11,2,11,82,11,2,11,76,11,2,11,71,11,3,11,81,11,77,11,44,11,21,11,11
108105,5,11,5,11,99,11,5,11,100,11,3,11,80,11,5,11,97,11,95,11,42,11,32,11,11
108106,3,,2,,85,,2,,81,,3,,79,,3,,79,,78,,145,,34,,
108107,Not Available,11,Not Available,11,67,11,Not Available,11,69,11,Not Available,11,68,11,Not Available,11,61,11,40,11,11,11,10,11,11
108109,2,,2,,80,,2,,77,,2,,73,,3,,76,,71,,76,,17,,
108113,Not Available,11,Not Available,11,84,11,Not Available,11,85,11,Not Available,11,91,11,Not Available,11,87,11,82,11,22,11,10,11,11
108114,4,,4,,88,,3,,83,,3,,79,,4,,87,,79,,105,,28,,
108117,4,,3,,86,,5,,90,,4,,84,,4,,84,,82,,70,,22,,
108119,3,,3,,85,,2,,82,,2,,75,,4,,85,,74,,283,,18,,
108120,5,,4,,91,,5,,91,,4,,84,,5,,90,,88,,149,,25,,
108122,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108124,4,,3,,86,,4,,87,,4,,83,,3,,80,,74,,183,,26,,
108125,2,,2,,82,,1,,73,,1,,63,,2,,70,,71,,86,,19,,
108126,Not Available,11,Not Available,11,86,11,Not Available,11,91,11,Not Available,11,91,11,Not Available,11,88,11,86,11,27,11,29,11,11
108132,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108134,4,,4,,91,,4,,87,,3,,82,,5,,87,,84,,227,,32,,
108137,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
108138,1,,1,,78,,1,,69,,1,,58,,1,,64,,54,,304,,20,,
108140,Not Available,9,Not Available,9,94,9,Not Available,9,80,9,Not Available,9,92,9,Not Available,9,97,9,81,9,5,9,19,9,9
108146,4,,4,,88,,5,,89,,2,,72,,4,,86,,82,,126,,34,,
108148,4,,4,,89,,4,,85,,4,,85,,4,,83,,74,,177,,22,,
108149,3,,3,,84,,2,,80,,3,,80,,3,,79,,74,,130,,16,,
108150,Not Available,11,Not Available,11,100,11,Not Available,11,98,11,Not Available,11,93,11,Not Available,11,95,11,96,11,23,11,21,11,11
108152,Not Available,11,Not Available,11,87,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,74,11,57,11,25,11,14,11,11
108153,Not Available,11,Not Available,11,80,11,Not Available,11,73,11,Not Available,11,75,11,Not Available,11,74,11,57,11,39,11,31,11,11
108155,3,11,3,11,86,11,3,11,81,11,4,11,83,11,3,11,87,11,65,11,52,11,21,11,11
108156,Not Available,11,Not Available,11,88,11,Not Available,11,80,11,Not Available,11,85,11,Not Available,11,86,11,85,11,38,11,21,11,11
